Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemMultiPart:76, ME Dense Smart Cable - Fluix
appliedenergistics2:item.ItemMultiPart:60, ME Dense Smart Cable - White
appliedenergistics2:item.ItemMultiPart:61, ME Dense Smart Cable - Orange
appliedenergistics2:item.ItemMultiPart:62, ME Dense Smart Cable - Magenta
appliedenergistics2:item.ItemMultiPart:63, ME Dense Smart Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:64, ME Dense Smart Cable - Yellow
appliedenergistics2:item.ItemMultiPart:65, ME Dense Smart Cable - Lime
appliedenergistics2:item.ItemMultiPart:66, ME Dense Smart Cable - Pink
appliedenergistics2:item.ItemMultiPart:67, ME Dense Smart Cable - Gray
appliedenergistics2:item.ItemMultiPart:68, ME Dense Smart Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:69, ME Dense Smart Cable - Cyan
appliedenergistics2:item.ItemMultiPart:70, ME Dense Smart Cable - Purple
appliedenergistics2:item.ItemMultiPart:71, ME Dense Smart Cable - Blue
appliedenergistics2:item.ItemMultiPart:72, ME Dense Smart Cable - Brown
appliedenergistics2:item.ItemMultiPart:73, ME Dense Smart Cable - Green
appliedenergistics2:item.ItemMultiPart:74, ME Dense Smart Cable - Red
appliedenergistics2:item.ItemMultiPart:75, ME Dense Smart Cable - Black
appliedenergistics2:item.ItemMultiPart:80, ME Toggle Bus
appliedenergistics2:item.ItemMultiPart:100, ME Inverted Toggle Bus
appliedenergistics2:item.ItemMultiPart:120, Cable Anchor
appliedenergistics2:item.ItemMultiPart:140, Quartz Fiber
appliedenergistics2:item.ItemMultiPart:160, Bright Illuminated Panel
appliedenergistics2:item.ItemMultiPart:180, Illuminated Panel
appliedenergistics2:item.ItemMultiPart:200, Dark Illuminated Panel
appliedenergistics2:item.ItemMultiPart:220, ME Storage Bus
appliedenergistics2:item.ItemMultiPart:240, ME Import Bus
appliedenergistics2:item.ItemMultiPart:260, ME Export Bus
appliedenergistics2:item.ItemMultiPart:280, ME Level Emitter
appliedenergistics2:item.ItemMultiPart:300, ME Annihilation Plane
appliedenergistics2:item.ItemMultiPart:301, ME Identity Annihilation Plane
appliedenergistics2:item.ItemMultiPart:320, ME Formation Plane
appliedenergistics2:item.ItemMultiPart:340, ME Pattern Terminal
appliedenergistics2:item.ItemMultiPart:360, ME Crafting Terminal
appliedenergistics2:item.ItemMultiPart:380, ME Terminal
appliedenergistics2:item.ItemMultiPart:400, ME Storage Monitor
appliedenergistics2:item.ItemMultiPart:410, ME Throughput Monitor
appliedenergistics2:item.ItemMultiPart:420, ME Conversion Monitor
appliedenergistics2:item.ItemMultiPart:440, ME Interface
appliedenergistics2:item.ItemMultiPart:460, P2P Tunnel - ME
appliedenergistics2:item.ItemMultiPart:461, P2P Tunnel - Redstone
appliedenergistics2:item.ItemMultiPart:462, P2P Tunnel - Item
appliedenergistics2:item.ItemMultiPart:463, P2P Tunnel - Fluid
appliedenergistics2:item.ItemMultiPart:466, P2P Tunnel - RF
appliedenergistics2:item.ItemMultiPart:467, P2P Tunnel - Light
appliedenergistics2:item.ItemMultiPart:471, P2P Tunnel - ME Interface
appliedenergistics2:item.ItemMultiPart:472, P2P Tunnel - Sound
appliedenergistics2:item.ItemMultiPart:473, ME Pattern Repeater
appliedenergistics2:item.ItemMultiPart:480, ME Interface Terminal
appliedenergistics2:item.ItemMultiPart:500, ME Processing Pattern Terminal
appliedenergistics2:item.ItemMultiPart:536, ME Dense Covered Cable - Fluix
appliedenergistics2:item.ItemMultiPart:520, ME Dense Covered Cable - White
appliedenergistics2:item.ItemMultiPart:521, ME Dense Covered Cable - Orange
appliedenergistics2:item.ItemMultiPart:522, ME Dense Covered Cable - Magenta
appliedenergistics2:item.ItemMultiPart:523, ME Dense Covered Cable - Light Blue
appliedenergistics2:item.ItemMultiPart:524, ME Dense Covered Cable - Yellow
appliedenergistics2:item.ItemMultiPart:525, ME Dense Covered Cable - Lime
appliedenergistics2:item.ItemMultiPart:526, ME Dense Covered Cable - Pink
appliedenergistics2:item.ItemMultiPart:527, ME Dense Covered Cable - Gray
appliedenergistics2:item.ItemMultiPart:528, ME Dense Covered Cable - Light Gray
appliedenergistics2:item.ItemMultiPart:529, ME Dense Covered Cable - Cyan
appliedenergistics2:item.ItemMultiPart:530, ME Dense Covered Cable - Purple
appliedenergistics2:item.ItemMultiPart:531, ME Dense Covered Cable - Blue
appliedenergistics2:item.ItemMultiPart:532, ME Dense Covered Cable - Brown
appliedenergistics2:item.ItemMultiPart:533, ME Dense Covered Cable - Green
appliedenergistics2:item.ItemMultiPart:534, ME Dense Covered Cable - Red
appliedenergistics2:item.ItemMultiPart:535, ME Dense Covered Cable - Black
appliedenergistics2:item.ItemMultiPart:690, Creative Energy Anchor
Backpack:backpack:0, Backpack
Backpack:backpack:1, Black Backpack
Backpack:backpack:2, Red Backpack
Backpack:backpack:3, Green Backpack
Backpack:backpack:4, Brown Backpack
Backpack:backpack:5, Blue Backpack
Backpack:backpack:6, Purple Backpack
Backpack:backpack:7, Cyan Backpack
Backpack:backpack:8, Light Gray Backpack
Backpack:backpack:9, Gray Backpack
Backpack:backpack:10, Pink Backpack
Backpack:backpack:11, Lime Backpack
Backpack:backpack:12, Yellow Backpack
Backpack:backpack:13, Light Blue Backpack
Backpack:backpack:14, Magenta Backpack
Backpack:backpack:15, Orange Backpack
Backpack:backpack:16, White Backpack
Backpack:backpack:100, Middle Backpack
Backpack:backpack:101, Middle Black Backpack
Backpack:backpack:102, Middle Red Backpack
Backpack:backpack:103, Middle Green Backpack
Backpack:backpack:104, Middle Brown Backpack
Backpack:backpack:105, Middle Blue Backpack
Backpack:backpack:106, Middle Purple Backpack
Backpack:backpack:107, Middle Cyan Backpack
Backpack:backpack:108, Middle Light Gray Backpack
Backpack:backpack:109, Middle Gray Backpack
Backpack:backpack:110, Middle Pink Backpack
Backpack:backpack:111, Middle Lime Backpack
Backpack:backpack:112, Middle Yellow Backpack
Backpack:backpack:113, Middle Light Blue Backpack
Backpack:backpack:114, Middle Magenta Backpack
Backpack:backpack:115, Middle Orange Backpack
Backpack:backpack:116, Middle White Backpack
Backpack:backpack:200, Big Backpack
Backpack:backpack:201, Big Black Backpack
Backpack:backpack:202, Big Red Backpack
Backpack:backpack:203, Big Green Backpack
Backpack:backpack:204, Big Brown Backpack
Backpack:backpack:205, Big Blue Backpack
Backpack:backpack:206, Big Purple Backpack
Backpack:backpack:207, Big Cyan Backpack
Backpack:backpack:208, Big Light Gray Backpack
Backpack:backpack:209, Big Gray Backpack
Backpack:backpack:210, Big Pink Backpack
Backpack:backpack:211, Big Lime Backpack
Backpack:backpack:212, Big Yellow Backpack
Backpack:backpack:213, Big Light Blue Backpack
Backpack:backpack:214, Big Magenta Backpack
Backpack:backpack:215, Big Orange Backpack
Backpack:backpack:216, Big White Backpack
Backpack:backpack:31999, Ender Backpack
Backpack:workbenchbackpack:17, Workbench Backpack
Backpack:workbenchbackpack:217, Big Workbench Backpack
Backpack:boundLeather, item.null.name
Backpack:tannedLeather, item.null.name
gadomancy:ItemTransformationFocus, [WIP] Wand Focus: Transformation
gadomancy:ItemGolemCoreBreak:0, Golem Animation Core
gadomancy:ItemGolemCoreBreak:1, Golem Animation Core
gadomancy:ItemFamiliar, Ethereal Familiar (Deprecated)
gadomancy:ItemEtherealFamiliar, Ethereal Familiar
gadomancy:ItemAuraCore:0, Aura Core
gadomancy:ItemAuraCore:1, Aura Core
gadomancy:ItemAuraCore:2, Aura Core
gadomancy:ItemAuraCore:3, Aura Core
gadomancy:ItemAuraCore:4, Aura Core
gadomancy:ItemAuraCore:5, Aura Core
gadomancy:ItemAuraCore:6, Aura Core
gadomancy:ItemElement:0, Element of Darkness
gadomancy:ItemCreativeNode, Aura Node
gadomancy:ItemFakeGolemPlacer:0, item.null.name
gadomancy:ItemFakeGolemPlacer:1, item.null.name
gadomancy:ItemFakeGolemPlacer:2, item.null.name
gadomancy:ItemFakeGolemPlacer:3, item.null.name
gadomancy:ItemFakeGolemPlacer:4, item.null.name
gadomancy:ItemFakeGolemPlacer:5, item.null.name
gadomancy:ItemFakeGolemPlacer:6, item.null.name
gadomancy:ItemFakeGolemPlacer:7, item.null.name
gadomancy:ItemFakeGolemPlacer:8, item.null.name
gadomancy:ItemFakeGolemShield:0, item.null.name
gadomancy:ItemFakeGolemShield:1, item.null.name
gadomancy:ItemFakeGolemShield:2, item.null.name
gadomancy:ItemFakeGolemShield:3, item.null.name
gadomancy:ItemFakeGolemShield:4, item.null.name
gadomancy:ItemFakeGolemShield:5, item.null.name
gadomancy:ItemFakeGolemShield:6, item.null.name
gadomancy:ItemFakeGolemShield:7, item.null.name
gadomancy:ItemFakeGolemShield:8, item.null.name
gadomancy:ItemExtendedNodeJar, Node in a Jar
gadomancy:ItemFakeModIcon, item.null.name
gadomancy:itemSilverwoodGolemPlacer:8, Silverwood Golem
thaumicenergistics:part.base:0, Essentia Import Bus
thaumicenergistics:part.base:1, Essentia Level Emitter
thaumicenergistics:part.base:2, Essentia Storage Bus
thaumicenergistics:part.base:3, Essentia Export Bus
thaumicenergistics:part.base:4, Essentia Terminal
thaumicenergistics:part.base:5, Arcane Crafting Terminal
thaumicenergistics:part.base:6, Vis Relay Interface
thaumicenergistics:part.base:7, Essentia Storage Monitor
thaumicenergistics:part.base:8, Essentia Conversion Monitor
thaumicenergistics:part.base:9, Creative Vis Relay Interface
thaumicenergistics:storage.essentia:0, §61k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:1, §e4k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:2, §a16k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:3, §b64k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:4, Thaumometric Essentia Cell
thaumicenergistics:storage.essentia:5, §9256k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:6, §d1024k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:7, §c4096k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:8, §516384k§r ME Essentia Storage Cell
thaumicenergistics:storage.essentia:9, ME Essentia Quantum Storage Cell
thaumicenergistics:storage.essentia:10, ME Essentia Digital Singularity Storage Cell
thaumicenergistics:storage.component:0, §61k§r ME Essentia Storage Component
thaumicenergistics:storage.component:1, §e4k§r ME Essentia Storage Component
thaumicenergistics:storage.component:2, §a16k§r ME Essentia Storage Component
thaumicenergistics:storage.component:3, §b64k§r ME Essentia Storage Component
thaumicenergistics:storage.component:5, §9256k§r ME Essentia Storage Component
thaumicenergistics:storage.component:6, §d1024k§r ME Essentia Storage Component
thaumicenergistics:storage.component:7, §c4096k§r ME Essentia Storage Component
thaumicenergistics:storage.component:8, §516384k§r ME Essentia Storage Component
thaumicenergistics:storage.casing, ME Essentia Storage Housing
thaumicenergistics:material:0, Diffusion Core
thaumicenergistics:material:1, Coalescence Core
thaumicenergistics:material:2, Iron Gear
thaumicenergistics:wireless.essentia.terminal, Wireless Essentia Terminal
thaumicenergistics:knowledge.core, Knowledge Core
thaumicenergistics:focus.aewrench, Wand Focus: AE Wrench
thaumicenergistics:golem.wifi.backpack, Wireless Golem Backpack
thaumicenergistics:cell.microscope, Cell Microscope
thaumicenergistics:arcane.pattern, item.itemArcaneCraftingPattern.name
WitchingGadgets:item.WG_Material:0, Yarn
WitchingGadgets:item.WG_Material:1, Golden Thread
WitchingGadgets:item.WG_Material:2, Thaumium Thread
WitchingGadgets:item.WG_Material:3, Cloth of Spacious Folds
WitchingGadgets:item.WG_Material:4, Golden Fabric
WitchingGadgets:item.WG_Material:5, Bewitched Fleece
WitchingGadgets:item.WG_Material:6, Wolf Pelt
WitchingGadgets:item.WG_Material:7, Arcane Abacus
WitchingGadgets:item.WG_Material:8, Gemcutter's Tools
WitchingGadgets:item.WG_Material:9, Iconographic Plate
WitchingGadgets:item.WG_Material:10, Developed Iconograph
WitchingGadgets:item.WG_Material:11, Guiding Thread
WitchingGadgets:item.WG_Material:12, Powerless Pearl
WitchingGadgets:item.WG_Material:13, Gemstone Dust
WitchingGadgets:item.WG_Material:18, Gold Coin
WitchingGadgets:item.WG_ThaumiumShears, Thaumium Shears
WitchingGadgets:item.WG_AdvancedRobeChest, Bewitched Robe
WitchingGadgets:item.WG_AdvancedRobeLegs, Bewitched Leggings
WitchingGadgets:item.WG_MagicFood:0, Sweetwart
WitchingGadgets:item.WG_MagicFood:1, Nethercake
WitchingGadgets:item.WG_AdvancedScribingTools, Illuminated Scribing Tools
WitchingGadgets:item.WG_Baubles:0, Seraph's Charm
WitchingGadgets:item.WG_Baubles:1, Steadfast Charm
WitchingGadgets:item.WG_Baubles:2, Berserker's Bracers
WitchingGadgets:item.WG_Baubles:3, Vambraces of Steady Progression
WitchingGadgets:item.WG_Baubles:4, Ring of the Covetous Coin
WitchingGadgets:item.WG_Baubles:5, Title: Crimson Cult
WitchingGadgets:item.WG_Baubles:5, Title: Crimson Cult
WitchingGadgets:item.WG_Baubles:5, Title: Crimson Cult
WitchingGadgets:item.WG_Baubles:6, Band of the Sniper
WitchingGadgets:item.WG_Baubles:7, Empty Leather Charm
WitchingGadgets:item.WG_Baubles:8, Leather Vambraces
WitchingGadgets:item.WG_ScanCamera, Thaumic Iconograph Box
WitchingGadgets:item.WG_Bag:0, Bag of Tricks
WitchingGadgets:item.WG_Bag:1, Voidlinked Bag
WitchingGadgets:item.WG_Bag:2, Enderlinked Bag
WitchingGadgets:item.WG_Bag:3, Hungry Bag
WitchingGadgets:item.WG_Cloak:0, Cloak
WitchingGadgets:item.WG_Cloak:1, Spectral Mantle
WitchingGadgets:item.WG_Cloak:2, Cloak of Voluminous Pockets
WitchingGadgets:item.WG_Cloak:3, Wolven Cloak
WitchingGadgets:item.WG_Kama:0, Kama
WitchingGadgets:item.WG_Kama:1, Spectral Kama
WitchingGadgets:item.WG_Kama:2, Kama of Voluminous Pockets
WitchingGadgets:item.WG_Kama:3, Wolven Kama
WitchingGadgets:item.WG_PrimordialGlove, Primordial Gauntlet
WitchingGadgets:item.WG_PrimordialHammer, Primordial Warhammer
WitchingGadgets:item.WG_PrimordialAxe, Primordial Greataxe
WitchingGadgets:item.WG_PrimordialSword, Primordial Claymore
WitchingGadgets:item.WG_PrimordialHelm, Primordial Helm
WitchingGadgets:item.WG_PrimordialChest, Primordial Cuirass
WitchingGadgets:item.WG_PrimordialLegs, Primordial Greaves
WitchingGadgets:item.WG_PrimordialBoots, Primordial Boots
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_CrystalFlask:0, Crystal Capsule
WitchingGadgets:item.WG_InfusedGem, Infused Gem
IguanaTweaksTConstruct:rubberChicken, Rubber Chicken
IguanaTweaksTConstruct:skullItem:0, Enderman Head
IguanaTweaksTConstruct:skullItem:1, Pigman Head
IguanaTweaksTConstruct:skullItem:2, Blaze Head
IguanaTweaksTConstruct:wearableBucket, item.iguana.tcon.wearable.name
IguanaTweaksTConstruct:clayBucketUnfired, Unfired Clay Bucket
IguanaTweaksTConstruct:clayBucketFired, Fired Clay Bucket
IguanaTweaksTConstruct:clayBucketWater, Water Clay Bucket
IguanaTweaksTConstruct:clayBucketLava, Lava Clay Bucket
IguanaTweaksTConstruct:clayBucketMilk, Milk Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:0, Molten Iron Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:1, Molten Gold Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:2, Molten Copper Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:3, Molten Tin Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:4, Molten Aluminum Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:5, Molten Cobalt Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:6, Molten Ardite Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:7, Molten Bronze Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:8, Molten Aluminum Brass Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:9, Molten Manyullyn Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:10, Molten Alumite Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:11, Molten Obsidian Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:12, Molten Steel Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:13, Molten Glass Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:14, Seared Stone Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:15, Liquified Emerald Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:16, Clay Bucket o' Blood
IguanaTweaksTConstruct:clayBucketsTinkers:17, Molten Nickel Clay Bucket
IguanaTweaksTConstruct:clayBucketsTinkers:18, Molten Lead Clay Bucket
